client_id,Delinquent90
75545,0.24
75546,0.056666666666666664
75547,0.0033333333333333335
75548,0.0033333333333333335
75549,0.016666666666666666
75550,0.27
75551,0.0
75552,0.06
75553,0.4066666666666667
75554,0.17333333333333334
75555,0.006666666666666667
75556,0.12666666666666668
75557,0.0
75558,0.01
75559,0.016666666666666666
75560,0.013333333333333334
75561,0.023333333333333334
75562,0.36666666666666664
75563,0.03666666666666667
75564,0.01
75565,0.0
75566,0.0033333333333333335
75567,0.23333333333333334
75568,0.0033333333333333335
75569,0.25
75570,0.0033333333333333335
75571,0.006666666666666667
75572,0.016666666666666666
75573,0.023333333333333334
75574,0.13666666666666666
75575,0.0
75576,0.18333333333333332
75577,0.02
75578,0.023333333333333334
75579,0.03333333333333333
75580,0.013333333333333334
75581,0.023333333333333334
75582,0.013333333333333334
75583,0.35
75584,0.0033333333333333335
75585,0.0033333333333333335
75586,0.0
75587,0.07
75588,0.0033333333333333335
75589,0.06
75590,0.0033333333333333335
75591,0.4766666666666667
75592,0.05333333333333334
75593,0.0033333333333333335
75594,0.0033333333333333335
75595,0.43666666666666665
75596,0.03333333333333333
75597,0.06666666666666667
75598,0.03333333333333333
75599,0.01
75600,0.05333333333333334
75601,0.0033333333333333335
75602,0.056666666666666664
75603,0.01
75604,0.08666666666666667
75605,0.03333333333333333
75606,0.02
75607,0.37666666666666665
75608,0.09666666666666666
75609,0.043333333333333335
75610,0.06
75611,0.02
75612,0.04
75613,0.006666666666666667
75614,0.006666666666666667
75615,0.013333333333333334
75616,0.0
75617,0.7533333333333333
75618,0.12666666666666668
75619,0.01
75620,0.19666666666666666
75621,0.15666666666666668
75622,0.006666666666666667
75623,0.006666666666666667
75624,0.23
75625,0.07333333333333333
75626,0.02666666666666667
75627,0.016666666666666666
75628,0.08
75629,0.03333333333333333
75630,0.06
75631,0.02666666666666667
75632,0.02
75633,0.08
75634,0.0033333333333333335
75635,0.0033333333333333335
75636,0.05333333333333334
75637,0.08666666666666667
75638,0.013333333333333334
75639,0.19
75640,0.01
75641,0.02
75642,0.006666666666666667
75643,0.023333333333333334
75644,0.0
75645,0.18
75646,0.0033333333333333335
75647,0.013333333333333334
75648,0.10666666666666667
75649,0.04
75650,0.14333333333333334
75651,0.03333333333333333
75652,0.19666666666666666
75653,0.13666666666666666
75654,0.04
75655,0.09
75656,0.20333333333333334
75657,0.006666666666666667
75658,0.4533333333333333
75659,0.08
75660,0.4766666666666667
75661,0.0033333333333333335
75662,0.01
75663,0.09333333333333334
75664,0.013333333333333334
75665,0.43
75666,0.013333333333333334
75667,0.006666666666666667
75668,0.01
75669,0.03666666666666667
75670,0.0033333333333333335
75671,0.02666666666666667
75672,0.07
75673,0.0
75674,0.0033333333333333335
75675,0.5533333333333333
75676,0.08666666666666667
75677,0.04
75678,0.0033333333333333335
75679,0.02666666666666667
75680,0.14
75681,0.01
75682,0.14666666666666667
75683,0.0033333333333333335
75684,0.0033333333333333335
75685,0.02666666666666667
75686,0.2866666666666667
75687,0.08666666666666667
75688,0.11333333333333333
75689,0.02
75690,0.0033333333333333335
75691,0.016666666666666666
75692,0.0
75693,0.06666666666666667
75694,0.07
75695,0.23
75696,0.02666666666666667
75697,0.01
75698,0.3433333333333333
75699,0.03666666666666667
75700,0.006666666666666667
75701,0.0
75702,0.07666666666666666
75703,0.05
75704,0.01
75705,0.07333333333333333
75706,0.013333333333333334
75707,0.14
75708,0.0
75709,0.23
75710,0.19666666666666666
75711,0.21666666666666667
75712,0.13666666666666666
75713,0.21
75714,0.05
75715,0.0033333333333333335
75716,0.0
75717,0.01
75718,0.03666666666666667
75719,0.0
75720,0.006666666666666667
75721,0.0033333333333333335
75722,0.016666666666666666
75723,0.0
75724,0.01
75725,0.013333333333333334
75726,0.0
75727,0.05333333333333334
75728,0.02666666666666667
75729,0.01
75730,0.006666666666666667
75731,0.013333333333333334
75732,0.01
75733,0.0
75734,0.31666666666666665
75735,0.24
75736,0.24
75737,0.01
75738,0.02666666666666667
75739,0.0
75740,0.0
75741,0.006666666666666667
75742,0.013333333333333334
75743,0.0
75744,0.0
75745,0.05
75746,0.0033333333333333335
75747,0.02
75748,0.03333333333333333
75749,0.01
75750,0.006666666666666667
75751,0.01
75752,0.13666666666666666
75753,0.013333333333333334
75754,0.06
75755,0.0
75756,0.0033333333333333335
75757,0.04666666666666667
75758,0.0033333333333333335
75759,0.056666666666666664
75760,0.08333333333333333
75761,0.02666666666666667
75762,0.0
75763,0.05333333333333334
75764,0.006666666666666667
75765,0.01
75766,0.0033333333333333335
75767,0.26
75768,0.016666666666666666
75769,0.1
75770,0.04666666666666667
75771,0.0033333333333333335
75772,0.02666666666666667
75773,0.006666666666666667
75774,0.07
75775,0.21666666666666667
75776,0.5266666666666666
75777,0.013333333333333334
75778,0.013333333333333334
75779,0.0033333333333333335
75780,0.0
75781,0.30333333333333334
75782,0.05333333333333334
75783,0.3466666666666667
75784,0.0033333333333333335
75785,0.25333333333333335
75786,0.056666666666666664
75787,0.06333333333333334
75788,0.03
75789,0.043333333333333335
75790,0.0033333333333333335
75791,0.02
75792,0.006666666666666667
75793,0.02
75794,0.22
75795,0.016666666666666666
75796,0.016666666666666666
75797,0.0
75798,0.04666666666666667
75799,0.01
75800,0.21
75801,0.09666666666666666
75802,0.0033333333333333335
75803,0.03333333333333333
75804,0.006666666666666667
75805,0.023333333333333334
75806,0.24333333333333335
75807,0.006666666666666667
75808,0.006666666666666667
75809,0.07
75810,0.4266666666666667
75811,0.19666666666666666
75812,0.0033333333333333335
75813,0.016666666666666666
75814,0.0
75815,0.09666666666666666
75816,0.07333333333333333
75817,0.04666666666666667
75818,0.08
75819,0.043333333333333335
75820,0.0033333333333333335
75821,0.0033333333333333335
75822,0.0033333333333333335
75823,0.04
75824,0.03
75825,0.06666666666666667
75826,0.0
75827,0.12666666666666668
75828,0.01
75829,0.06
75830,0.06
75831,0.04
75832,0.043333333333333335
75833,0.01
75834,0.05
75835,0.05
75836,0.03
75837,0.006666666666666667
75838,0.0033333333333333335
75839,0.02
75840,0.02
75841,0.21666666666666667
75842,0.0033333333333333335
75843,0.08333333333333333
75844,0.09666666666666666
75845,0.023333333333333334
75846,0.0
75847,0.02
75848,0.39666666666666667
75849,0.023333333333333334
75850,0.0
75851,0.0
75852,0.03666666666666667
75853,0.05
75854,0.006666666666666667
75855,0.043333333333333335
75856,0.006666666666666667
75857,0.3466666666666667
75858,0.21666666666666667
75859,0.4
75860,0.04
75861,0.02
75862,0.18333333333333332
75863,0.48333333333333334
75864,0.0033333333333333335
75865,0.043333333333333335
75866,0.01
75867,0.0
75868,0.02666666666666667
75869,0.006666666666666667
75870,0.20333333333333334
75871,0.06666666666666667
75872,0.23
75873,0.02
75874,0.006666666666666667
75875,0.06333333333333334
75876,0.02
75877,0.01
75878,0.02
75879,0.006666666666666667
75880,0.006666666666666667
75881,0.006666666666666667
75882,0.006666666666666667
75883,0.006666666666666667
75884,0.06666666666666667
75885,0.08666666666666667
75886,0.0033333333333333335
75887,0.01
75888,0.06
75889,0.006666666666666667
75890,0.04666666666666667
75891,0.10333333333333333
75892,0.02
75893,0.0
75894,0.04666666666666667
75895,0.23
75896,0.013333333333333334
75897,0.006666666666666667
75898,0.03
75899,0.12
75900,0.01
75901,0.013333333333333334
75902,0.02666666666666667
75903,0.006666666666666667
75904,0.03666666666666667
75905,0.09333333333333334
75906,0.07
75907,0.07666666666666666
75908,0.01
75909,0.02
75910,0.09
75911,0.0033333333333333335
75912,0.03
75913,0.0
75914,0.05
75915,0.0033333333333333335
75916,0.02666666666666667
75917,0.023333333333333334
75918,0.013333333333333334
75919,0.4166666666666667
75920,0.08
75921,0.16666666666666666
75922,0.5133333333333333
75923,0.15666666666666668
75924,0.05
75925,0.0033333333333333335
75926,0.5666666666666667
75927,0.07666666666666666
75928,0.0033333333333333335
75929,0.25
75930,0.0
75931,0.0
75932,0.37666666666666665
75933,0.0
75934,0.04
75935,0.27666666666666667
75936,0.25333333333333335
75937,0.31333333333333335
75938,0.18333333333333332
75939,0.0
75940,0.16666666666666666
75941,0.02
75942,0.0
75943,0.02
75944,0.006666666666666667
75945,0.0
75946,0.06666666666666667
75947,0.016666666666666666
75948,0.1
75949,0.13666666666666666
75950,0.02
75951,0.04
75952,0.0
75953,0.006666666666666667
75954,0.09333333333333334
75955,0.03666666666666667
75956,0.03
75957,0.006666666666666667
75958,0.03333333333333333
75959,0.10333333333333333
75960,0.03333333333333333
75961,0.05
75962,0.0
75963,0.013333333333333334
75964,0.0033333333333333335
75965,0.0
75966,0.07
75967,0.06333333333333334
75968,0.0
75969,0.18666666666666668
75970,0.0
75971,0.043333333333333335
75972,0.23666666666666666
75973,0.04
75974,0.0033333333333333335
75975,0.03
75976,0.016666666666666666
75977,0.7666666666666667
75978,0.013333333333333334
75979,0.06666666666666667
75980,0.35
75981,0.043333333333333335
75982,0.0033333333333333335
75983,0.006666666666666667
75984,0.02666666666666667
75985,0.0033333333333333335
75986,0.03666666666666667
75987,0.08333333333333333
75988,0.02
75989,0.13333333333333333
75990,0.05
75991,0.016666666666666666
75992,0.10666666666666667
75993,0.0
75994,0.29333333333333333
75995,0.006666666666666667
75996,0.15666666666666668
75997,0.02
75998,0.023333333333333334
75999,0.07333333333333333
76000,0.03333333333333333
76001,0.006666666666666667
76002,0.006666666666666667
76003,0.023333333333333334
76004,0.5666666666666667
76005,0.06
76006,0.07333333333333333
76007,0.0033333333333333335
76008,0.22
76009,0.013333333333333334
76010,0.07
76011,0.056666666666666664
76012,0.006666666666666667
76013,0.0
76014,0.006666666666666667
76015,0.05
76016,0.0033333333333333335
76017,0.08
76018,0.04
76019,0.0033333333333333335
76020,0.12333333333333334
76021,0.04
76022,0.0
76023,0.0033333333333333335
76024,0.0
76025,0.023333333333333334
76026,0.023333333333333334
76027,0.0
76028,0.01
76029,0.0033333333333333335
76030,0.3233333333333333
76031,0.6633333333333333
76032,0.03666666666666667
76033,0.006666666666666667
76034,0.01
76035,0.03333333333333333
76036,0.04666666666666667
76037,0.016666666666666666
76038,0.06
76039,0.0
76040,0.08333333333333333
76041,0.03333333333333333
76042,0.013333333333333334
76043,0.006666666666666667
76044,0.27666666666666667
76045,0.006666666666666667
76046,0.3
76047,0.12666666666666668
76048,0.44
76049,0.013333333333333334
76050,0.13333333333333333
76051,0.2
76052,0.006666666666666667
76053,0.0033333333333333335
76054,0.0
76055,0.0
76056,0.013333333333333334
76057,0.02666666666666667
76058,0.006666666666666667
76059,0.0
76060,0.056666666666666664
76061,0.0033333333333333335
76062,0.023333333333333334
76063,0.02666666666666667
76064,0.16666666666666666
76065,0.043333333333333335
76066,0.11333333333333333
76067,0.12666666666666668
76068,0.01
76069,0.01
76070,0.2633333333333333
76071,0.0033333333333333335
76072,0.016666666666666666
76073,0.04
76074,0.44666666666666666
76075,0.11333333333333333
76076,0.03333333333333333
76077,0.023333333333333334
76078,0.11
76079,0.01
76080,0.023333333333333334
76081,0.0
76082,0.006666666666666667
76083,0.0033333333333333335
76084,0.03
76085,0.0033333333333333335
76086,0.05
76087,0.24666666666666667
76088,0.3433333333333333
76089,0.0033333333333333335
76090,0.0033333333333333335
76091,0.01
76092,0.0
76093,0.04666666666666667
76094,0.0
76095,0.006666666666666667
76096,0.013333333333333334
76097,0.06
76098,0.0
76099,0.05333333333333334
76100,0.013333333333333334
76101,0.02
76102,0.023333333333333334
76103,0.20666666666666667
76104,0.15666666666666668
76105,0.53
76106,0.10666666666666667
76107,0.07
76108,0.03
76109,0.20666666666666667
76110,0.27
76111,0.03333333333333333
76112,0.0
76113,0.0
76114,0.016666666666666666
76115,0.04
76116,0.11333333333333333
76117,0.16
76118,0.03333333333333333
76119,0.09
76120,0.0
76121,0.03666666666666667
76122,0.0033333333333333335
76123,0.0
76124,0.013333333333333334
76125,0.0033333333333333335
76126,0.16666666666666666
76127,0.25666666666666665
76128,0.03
76129,0.0033333333333333335
76130,0.0
76131,0.043333333333333335
76132,0.07
76133,0.05333333333333334
76134,0.08
76135,0.5033333333333333
76136,0.49333333333333335
76137,0.03
76138,0.0033333333333333335
76139,0.03666666666666667
76140,0.06666666666666667
76141,0.08666666666666667
76142,0.016666666666666666
76143,0.25666666666666665
76144,0.05
76145,0.0033333333333333335
76146,0.043333333333333335
76147,0.01
76148,0.0
76149,0.0
76150,0.33666666666666667
76151,0.006666666666666667
76152,0.0
76153,0.12333333333333334
76154,0.02666666666666667
76155,0.10333333333333333
76156,0.07666666666666666
76157,0.006666666666666667
76158,0.006666666666666667
76159,0.013333333333333334
76160,0.2733333333333333
76161,0.0033333333333333335
76162,0.26666666666666666
76163,0.0
76164,0.023333333333333334
76165,0.01
76166,0.33
76167,0.023333333333333334
76168,0.33
76169,0.016666666666666666
76170,0.0033333333333333335
76171,0.09
76172,0.08333333333333333
76173,0.013333333333333334
76174,0.006666666666666667
76175,0.02666666666666667
76176,0.03
76177,0.006666666666666667
76178,0.2633333333333333
76179,0.043333333333333335
76180,0.01
76181,0.07666666666666666
76182,0.23666666666666666
76183,0.0033333333333333335
76184,0.02666666666666667
76185,0.04
76186,0.48
76187,0.006666666666666667
76188,0.006666666666666667
76189,0.27666666666666667
76190,0.03666666666666667
76191,0.023333333333333334
76192,0.023333333333333334
76193,0.0033333333333333335
76194,0.07333333333333333
76195,0.07666666666666666
76196,0.41333333333333333
76197,0.04
76198,0.0
76199,0.0033333333333333335
76200,0.006666666666666667
76201,0.03333333333333333
76202,0.32
76203,0.023333333333333334
76204,0.0033333333333333335
76205,0.12666666666666668
76206,0.11333333333333333
76207,0.043333333333333335
76208,0.023333333333333334
76209,0.006666666666666667
76210,0.0
76211,0.02
76212,0.02
76213,0.4666666666666667
76214,0.15333333333333332
76215,0.016666666666666666
76216,0.006666666666666667
76217,0.03
76218,0.03333333333333333
76219,0.0033333333333333335
76220,0.0
76221,0.0
76222,0.02666666666666667
76223,0.07333333333333333
76224,0.0
76225,0.0
76226,0.006666666666666667
76227,0.0
76228,0.016666666666666666
76229,0.05333333333333334
76230,0.013333333333333334
76231,0.01
76232,0.24333333333333335
76233,0.013333333333333334
76234,0.0033333333333333335
76235,0.013333333333333334
76236,0.006666666666666667
76237,0.02
76238,0.03666666666666667
76239,0.06333333333333334
76240,0.02666666666666667
76241,0.04
76242,0.09333333333333334
76243,0.013333333333333334
76244,0.02666666666666667
76245,0.19666666666666666
76246,0.01
76247,0.17333333333333334
76248,0.03333333333333333
76249,0.09333333333333334
76250,0.31333333333333335
76251,0.0
76252,0.0033333333333333335
76253,0.05
76254,0.0
76255,0.043333333333333335
76256,0.0033333333333333335
76257,0.06
76258,0.04666666666666667
76259,0.21333333333333335
76260,0.06333333333333334
76261,0.0033333333333333335
76262,0.0
76263,0.12
76264,0.0033333333333333335
76265,0.05333333333333334
76266,0.01
76267,0.0
76268,0.01
76269,0.0
76270,0.01
76271,0.08
76272,0.013333333333333334
76273,0.03
76274,0.01
76275,0.03333333333333333
76276,0.03
76277,0.03
76278,0.0033333333333333335
76279,0.013333333333333334
76280,0.043333333333333335
76281,0.03333333333333333
76282,0.013333333333333334
76283,0.0
76284,0.0033333333333333335
76285,0.08
76286,0.02
76287,0.10666666666666667
76288,0.006666666666666667
76289,0.023333333333333334
76290,0.006666666666666667
76291,0.4266666666666667
76292,0.03
76293,0.02666666666666667
76294,0.14333333333333334
76295,0.0
76296,0.02666666666666667
76297,0.0033333333333333335
76298,0.02666666666666667
76299,0.0033333333333333335
76300,0.0033333333333333335
76301,0.01
76302,0.05333333333333334
76303,0.0
76304,0.01
76305,0.016666666666666666
76306,0.0033333333333333335
76307,0.04
76308,0.3233333333333333
76309,0.04
76310,0.02
76311,0.12
76312,0.01
76313,0.05
76314,0.013333333333333334
76315,0.0033333333333333335
76316,0.07666666666666666
76317,0.006666666666666667
76318,0.023333333333333334
76319,0.056666666666666664
76320,0.03333333333333333
76321,0.0033333333333333335
76322,0.013333333333333334
76323,0.02666666666666667
76324,0.0
76325,0.0033333333333333335
76326,0.0
76327,0.01
76328,0.043333333333333335
76329,0.043333333333333335
76330,0.14666666666666667
76331,0.13
76332,0.0033333333333333335
76333,0.06333333333333334
76334,0.0033333333333333335
76335,0.20333333333333334
76336,0.006666666666666667
76337,0.03333333333333333
76338,0.03333333333333333
76339,0.10333333333333333
76340,0.21
76341,0.04
76342,0.08333333333333333
76343,0.02
76344,0.0033333333333333335
76345,0.02
76346,0.04
76347,0.0033333333333333335
76348,0.013333333333333334
76349,0.043333333333333335
76350,0.33
76351,0.30333333333333334
76352,0.04
76353,0.13333333333333333
76354,0.006666666666666667
76355,0.06
76356,0.0
76357,0.03333333333333333
